NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_NEGATIVE_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_GLUCOCORTICOID_BIOSYNTHETIC_PROCESS	9		Rejected!	
GOBP_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	43	41		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	27	26		
GOBP_CORTICOSTEROID_RECEPTOR_SIGNALING_PATHWAY	14		Rejected!	
GOBP_RESPONSE_TO_CORTICOSTEROID	165	138		
GOBP_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR	12		Rejected!	
GOBP_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	20	17		
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	11		Rejected!	
GOBP_REGULATION_OF_TOR_SIGNALING	107	100		
GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING	51	48		
GOBP_POSITIVE_REGULATION_OF_TOR_SIGNALING	48	46		
GOBP_ARF_PROTEIN_SIGNAL_TRANSDUCTION	22	22		
GOBP_ISG15_PROTEIN_CONJUGATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION	68	58		
GOBP_RESPONSE_TO_COBALT_ION	10		Rejected!	
GOBP_RESPONSE_TO_MAGNESIUM_ION	20	15		
GOBP_MITOCHONDRIAL_DNA_METABOLIC_PROCESS	24	24		
GOBP_CARDIOLIPIN_METABOLIC_PROCESS	17	15		
GOBP_CARDIOLIPIN_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_CILIARY_BASAL_BODY_ORGANIZATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS	7		Rejected!	
GOBP_BLEB_ASSEMBLY	11		Rejected!	
GOBP_REGULATION_OF_NUCLEASE_ACTIVITY	22	20		
GOBP_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY	10		Rejected!	
GOBP_REGULATION_OF_ENDODEOXYRIBONUCLEASE_ACTIVITY	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NUCLEASE_ACTIVITY	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEASE_ACTIVITY	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	95	77		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_BINDING	97	87		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING	86	80		
GOBP_RESPONSE_TO_FOOD	38	28		
GOBP_REGULATION_OF_RESPONSE_TO_FOOD	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_FOOD	11		Rejected!	
GOBP_REGULATION_OF_APPETITE	21		Rejected!	
GOBP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	1017		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	436	325		
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	464	343		
GOBP_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	28	23		
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	5		Rejected!	
GOBP_SEQUESTERING_OF_ZINC_ION	8		Rejected!	
GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	148	134		
GOBP_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY	31	26		
GOBP_TRANSPOSITION	33	27		
GOBP_TRANSPOSITION_RNA_MEDIATED	5		Rejected!	
GOBP_TELOMERE_ORGANIZATION	185	180		
GOBP_TELOMERE_MAINTENANCE_VIA_SEMI_CONSERVATIVE_REPLICATION	9		Rejected!	
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE	101	99		
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE	35	34		
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE	67	65		
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE	20	19		
GOBP_RIBOFLAVIN_TRANSPORT	6		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_CHOLINERGIC	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_CHOLINERGIC	5		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_DOPAMINERGIC	8		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	36	29		
GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	15		Rejected!	
GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	108	100		
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	36	30		
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	62	60		
GOBP_ACTIVATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	16	16		
GOBP_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	6		Rejected!	
GOBP_SECRETORY_GRANULE_LOCALIZATION	12		Rejected!	
GOBP_DENSE_CORE_GRANULE_LOCALIZATION	9		Rejected!	
GOBP_METHYLATION	391	356		
GOBP_PURINE_NUCLEOTIDE_SALVAGE	10		Rejected!	
GOBP_GMP_SALVAGE	5		Rejected!	
GOBP_IMP_SALVAGE	5		Rejected!	
GOBP_REGULATION_OF_CELLULAR_PROTEIN_METABOLIC_PROCESS	13		Rejected!	
GOBP_REGULATION_OF_PROTEIN_POLYMERIZATION	200	185		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	80	74		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	92	84		
GOBP_GONADOTROPIN_SECRETION	17		Rejected!	
GOBP_LUTEINIZING_HORMONE_SECRETION	10		Rejected!	
GOBP_REGULATION_OF_GONADOTROPIN_SECRETION	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GONADOTROPIN_SECRETION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GONADOTROPIN_SECRETION	7		Rejected!	
GOBP_CENTRAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE	5		Rejected!	
GOBP_PERIPHERAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE	9		Rejected!	
GOBP_MYELIN_ASSEMBLY	22	20		
GOBP_CENTRAL_NERVOUS_SYSTEM_MYELIN_FORMATION	6		Rejected!	
GOBP_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM	24	21		
GOBP_REGULATION_OF_ICOSANOID_SECRETION	22	16		
GOBP_REGULATION_OF_PROSTAGLANDIN_SECRETION	14		Rejected!	
GOBP_ALANINE_TRANSPORT	17		Rejected!	
GOBP_SERINE_TRANSPORT	11		Rejected!	
GOBP_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	53	52		
GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	24	23		
GOBP_POSITIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	20	20		
GOBP_REGULATION_OF_ALDOSTERONE_METABOLIC_PROCESS	8		Rejected!	
GOBP_REGULATION_OF_HORMONE_METABOLIC_PROCESS	39	34		
GOBP_NEGATIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE	18	16		
GOBP_RESPONSE_TO_ESTRADIOL	121	101		
GOBP_OXYGEN_HOMEOSTASIS	7		Rejected!	
GOBP_INTRACELLULAR_LIPID_TRANSPORT	47	43		
GOBP_INTRACELLULAR_STEROL_TRANSPORT	32	28		
GOBP_REGULATION_OF_LIPID_TRANSPORT	155	112		
GOBP_NEGATIVE_REGULATION_OF_LIPID_TRANSPORT	47	23		
GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	88	71		
GOBP_REGULATION_OF_STEROL_TRANSPORT	81	53		
GOBP_NEGATIVE_REGULATION_OF_STEROL_TRANSPORT	30		Rejected!	
GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT	39	33		
GOBP_REGULATION_OF_INTRACELLULAR_LIPID_TRANSPORT	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_LIPID_TRANSPORT	5		Rejected!	
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT	335	314		
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	62	53		
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	198	186		
GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY	326	249		
GOBP_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	116	71		
GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	126	107		
GOBP_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	90	63		
GOBP_REGULATION_OF_SODIUM_PROTON_ANTIPORTER_ACTIVITY	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SODIUM_PROTON_ANTIPORTER_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	142	134		
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	37	35		
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	95	89		
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	897		Rejected!	
GOBP_ENDOCYTIC_RECYCLING	86	84		
GOBP_REGULATION_OF_CYTOKINESIS	95	84		
GOBP_NEGATIVE_REGULATION_OF_CYTOKINESIS	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS	46	35		
GOBP_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS	25	25		
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_CALCIUM_ION_CONCENTRATION	8		Rejected!	
GOBP_OTOLITH_MORPHOGENESIS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	34	27		
GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	63	56		
GOBP_RAB_PROTEIN_SIGNAL_TRANSDUCTION	21	20		
GOBP_REGULATION_OF_RAB_PROTEIN_SIGNAL_TRANSDUCTION	7		Rejected!	
GOBP_RAL_PROTEIN_SIGNAL_TRANSDUCTION	5		Rejected!	
GOBP_RAP_PROTEIN_SIGNAL_TRANSDUCTION	14		Rejected!	
GOBP_CDC42_PROTEIN_SIGNAL_TRANSDUCTION	15		Rejected!	
GOBP_REGULATION_OF_CDC42_PROTEIN_SIGNAL_TRANSDUCTION	8		Rejected!	
GOBP_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN	12		Rejected!	
GOBP_RESPONSE_TO_BACTERIAL_LIPOPROTEIN	11		Rejected!	
GOBP_RESPONSE_TO_PEPTIDOGLYCAN	13		Rejected!	
GOBP_RESPONSE_TO_MURAMYL_DIPEPTIDE	20	20		
GOBP_MULTICELLULAR_ORGANISM_REPRODUCTION	923		Rejected!	
GOBP_CYTOKINETIC_PROCESS	40	40		
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL	64	62		
GOBP_ENDOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	41	41		
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	17	17		
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	27	27		
GOBP_NEGATIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	26	24		
GOBP_POSITIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	22	17		
GOBP_SOMITE_ROSTRAL_CAUDAL_AXIS_SPECIFICATION	11		Rejected!	
GOBP_RESPONSE_TO_RETINOIC_ACID	108	98		
GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM	50	47		
GOBP_MICROVILLUS_ORGANIZATION	30	29		
GOBP_REGULATION_OF_MICROVILLUS_ORGANIZATION	13		Rejected!	
GOBP_REGULATION_OF_MICROVILLUS_LENGTH	7		Rejected!	
GOBP_REGULATION_OF_MICROVILLUS_ASSEMBLY	6		Rejected!	
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE	366	339		
GOBP_REGULATION_OF_CELL_PROJECTION_SIZE	13		Rejected!	
GOBP_MITOCHONDRIAL_TRANSLATION	131	131		
GOBP_RESPONSE_TO_PROGESTERONE	39	33		
GOBP_RESPONSE_TO_VITAMIN_K	7		Rejected!	
GOBP_PROTEIN_TRANSPORT_WITHIN_LIPID_BILAYER	7		Rejected!	
GOBP_PROTEIN_TRANSPORT_INTO_MEMBRANE_RAFT	5		Rejected!	
GOBP_CHEMOKINE_PRODUCTION	99	72		
GOBP_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION	18		Rejected!	
GOBP_TYPE_I_INTERFERON_PRODUCTION	105	90		
GOBP_INTERFERON_ALPHA_PRODUCTION	29	24		
GOBP_INTERFERON_BETA_PRODUCTION	57	52		
GOBP_INTERFERON_GAMMA_PRODUCTION	119	83		
GOBP_INTERLEUKIN_1_ALPHA_PRODUCTION	11		Rejected!	
GOBP_INTERLEUKIN_1_PRODUCTION	131	83		
GOBP_INTERLEUKIN_10_PRODUCTION	65	43		
GOBP_INTERLEUKIN_12_PRODUCTION	63	48		
GOBP_INTERLEUKIN_13_PRODUCTION	21	16		
GOBP_INTERLEUKIN_17_PRODUCTION	48	31		
GOBP_INTERLEUKIN_18_PRODUCTION	13		Rejected!	
GOBP_INTERLEUKIN_2_PRODUCTION	63	50		
GOBP_INTERLEUKIN_21_PRODUCTION	7		Rejected!	
GOBP_INTERLEUKIN_23_PRODUCTION	9		Rejected!	
GOBP_INTERLEUKIN_4_PRODUCTION	35	24		
GOBP_INTERLEUKIN_5_PRODUCTION	21		Rejected!	
GOBP_INTERLEUKIN_6_PRODUCTION	176	123		
GOBP_INTERLEUKIN_8_PRODUCTION	104	67		
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	27	18		
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	44	29		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_ALPHA_PRODUCTION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION	45	20		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	53	24		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION	25		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	19		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_13_PRODUCTION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION	22		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_18_PRODUCTION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	28	23		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_21_PRODUCTION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	71	39		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	38	16		
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	70	52		
GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION	23	20		
GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	39	36		
GOBP_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	77	54		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_ALPHA_PRODUCTION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	74	55		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION	41	31		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	42	34		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_13_PRODUCTION	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION	27	19		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_18_PRODUCTION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	34	27		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_23_PRODUCTION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION	27	18		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	99	80		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	63	50		
GOBP_MAST_CELL_CYTOKINE_PRODUCTION	7		Rejected!	
GOBP_REGULATION_OF_MONOOXYGENASE_ACTIVITY	57	42		
GOBP_NEGATIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY	32	26		
GOBP_DNA_METHYLATION_ON_CYTOSINE	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY	22	19		
GOBP_POSITIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY	45	41		
GOBP_BILE_ACID_SECRETION	12		Rejected!	
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	104	100		
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	22	19		
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	60	60		
GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	616		Rejected!	
GOBP_RIBOSOME_DISASSEMBLY	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY	20	18		
GOBP_LOW_DENSITY_LIPOPROTEIN_RECEPTOR_PARTICLE_METABOLIC_PROCESS	6		Rejected!	
GOBP_RECEPTOR_CATABOLIC_PROCESS	28	27		
GOBP_LACRIMAL_GLAND_DEVELOPMENT	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EPINEPHRINE_SECRETION	5		Rejected!	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	42	30		
GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	25	20		
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_PROLIFERATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_PROLIFERATION	10		Rejected!	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION	8		Rejected!	
GOBP_REGULATION_OF_CD4_POSITIVE_CD25_POSITIVE_ALPHA_BETA_REGULATORY_T_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_GLOMERULUS_DEVELOPMENT	70	62		
GOBP_GLOMERULAR_BASEMENT_MEMBRANE_DEVELOPMENT	11		Rejected!	
GOBP_REGULATION_OF_CELLULAR_PH_REDUCTION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_PH_REDUCTION	6		Rejected!	
GOBP_RESPONSE_TO_INSULIN	271	240		
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	210	190		
GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS	597		Rejected!	
GOBP_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	28	27		
GOBP_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS	44	37		
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS	252	236		
GOBP_REGULATION_OF_ORGANIC_ACID_TRANSPORT	75	59		
GOBP_NEGATIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	22	18		
GOBP_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	48	37		
GOBP_NEGATIVE_REGULATION_OF_VIRAL_TRANSCRIPTION	15		Rejected!	
GOBP_NEUROTROPHIN_PRODUCTION	5		Rejected!	
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	15		Rejected!	
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA2_PRODUCTION	9		Rejected!	
GOBP_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	7		Rejected!	
GOBP_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION	71	61		
GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	49	40		
GOBP_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	27	24		
GOBP_NEGATIVE_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	8		Rejected!	
GOBP_REGULATION_OF_SUPEROXIDE_ANION_GENERATION	22	17		
GOBP_SECRETION_BY_TISSUE	42	32		
GOBP_INOSITOL_TRISPHOSPHATE_METABOLIC_PROCESS	12		Rejected!	
GOBP_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	28	25		
GOBP_INOSITOL_TRISPHOSPHATE_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_REGULATION_OF_INOSITOL_TRISPHOSPHATE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INOSITOL_TRISPHOSPHATE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_COLLAGEN_METABOLIC_PROCESS	107	89		
GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS	50	41		
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_II	49	49		
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS	406	374		
GOBP_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	248	235		
GOBP_PROTEIN_DNA_COMPLEX_DISASSEMBLY	21	19		
GOBP_RIBONUCLEOPROTEIN_COMPLEX_DISASSEMBLY	8		Rejected!	
GOBP_CELLULAR_COMPONENT_MORPHOGENESIS	768		Rejected!	
GOBP_CELL_PART_MORPHOGENESIS	666		Rejected!	
GOBP_MUSCLE_CELL_PROLIFERATION	247	185		
GOBP_REGULATION_OF_MAST_CELL_ACTIVATION	45	32		
GOBP_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION	21	15		
GOBP_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	34	26		
GOBP_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	15		Rejected!	
GOBP_TETRAPYRROLE_METABOLIC_PROCESS	65	57		
GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS	35	32		
GOBP_TETRAPYRROLE_CATABOLIC_PROCESS	13		Rejected!	
GOBP_MYELOID_CELL_APOPTOTIC_PROCESS	39	31		
GOBP_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	33	25		
GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	10		Rejected!	
GOBP_REGULATION_OF_ORGANELLE_ORGANIZATION	1208		Rejected!	
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	252	242		
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	56	53		
GOBP_CELLULAR_PIGMENTATION	64	64		
GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS	86	76		
GOBP_IMMATURE_T_CELL_PROLIFERATION	13		Rejected!	
GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS	27	23		
GOBP_NEGATIVE_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_IMMATURE_T_CELL_PROLIFERATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS	11		Rejected!	
